V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Time1_1,Time1_2,Time1_3,Time1_4,Consent,Time2_1,Time2_2,Time2_3,Time2_4,Immoral1,Immoral2,Immoral3,Time3_1,Time3_2,Time3_3,Time3_4,Moral1,Moral2,Condition,Moral3,Time3_1.0,Time3_2.0,Time3_3.0,Time3_4.0,DV_1_1,DV_1_2,DV_1_3,DV_1_4,DV_1_5,DV_1_6,DV_1_7,DV_1_8,DV_1_9,DV_1_10,DV_2_1_1_TEXT,DV_2_4_1_TEXT,DV_2_5_1_TEXT,DV_2_6_1_TEXT,DV_2_9_1_TEXT,showertext,toothpastetext,glasstext,disinfectantext,laundrytext,Q27_1,Q27_2,Q27_3,Q27_4,Taboo_1,Taboo_2,Taboo_3,Taboo_4,Taboo_5,Time4_1,Time4_2,Time4_3,Time4_4,Q12,Gender,Q16,National,Ethnic_1,Ethnic_2,Ethnic_3,Ethnic_4,Ethnic_5,Ethnic_6,Ethnic_7,Ethnic_8,Ethnic_8_TEXT,age1,Religious_1,Politics_1,Politics_2,Politics_3,VAR00001,Q26,shower,toothpaste,glass,disinfectant,laundry,Desirability,PricePay,ControlDesire
R_5beUa6wTpklqb4N,Default Response Set,Anonymous, , ,49.137.220.159,0,2/13/2013,2/13/2013,1,25.386,25.386,26.853,1,1,48.78,116.496,118.869,12,1,1,"Two years ago , when I was a junior partner at a prestigious law firm I was coming up for promotion against another junior partner Chris. For several months , chris had been working on a major case for the city that would make or break his career at the frm . however he could not locate a key zoning document without , which it was unlikely that he would have sufficient evidence to successfully argue his case late. One evening as I was rummaging through a corner filing cabinet I happened to come across thezoning document that Chris was in desperate need of I pulled it from the cabinet and walked over to the office shredder knowing that my promotion would now be secured.", , , , , , ,1, ,129.548,256.127,257.238,24,6,5,6,6,6,6,5,6,6,6,3,3,2,2,2,1,2,4,2,2,59.734,63.809,64.922,6,5,5,3,3,3,1.505,24.881,27.522,7, ,1,21,Indian,1, , , , , , , , ,21,6,8,7,8, ,21,1,2,4,2,2,5.6,2.766666667,6
R_cMekhfTHLHuP7jT,Default Response Set,Anonymous, , ,121.247.251.129,0,2/13/2013,2/13/2013,1,30.861,30.861,32.384,1,1,5.922,138.185,142.453,18,1,1,"Two years ago, when I was a junior partner at a prestigious law firm, I was coming up for promotion against another junior partner Chris. For several months, Chris had been working on a major case for the city that would make or break his career at the fim. However, he could not locate a key zoning document without which it was unlikely that he would have sufficient evidence to successfully argue his case. Late one evening as I was rummaging through a corner filing cabinet, I happened to come across the zning document that Chris was in desperate need of. I pulled it from the cabinet and walked over to the office shredder, knowing that my promotion would now be secured.", , , , , , ,1, ,15.474,127.56,132.184,25,1,7,5,4,2,4,2,1,7,4,0.1,5,3,5,15,10,5,1,0.15,5,6.803,24.275,32.977,5,8,8,8,8,8,2.659,48.69,51.845,10, ,1,26,India,1, , , , , , , , ,26,2,7,6,8, ,2182,10,5,1,0,5,3.8,4.133333333,3.6
R_erJcHfmwKom8hOl,Default Response Set,Anonymous, , ,112.79.42.36,0,2/13/2013,2/13/2013,1,21.564,21.564,24.998,1,1,38.143,212.608,218.934,6,1,1,"Two years ago when I was a junior partner at a prestigious law firm, I was coming up for promotion against another junior partner Chris for several months. Chris had been working on a major case for the city that would make or break his career at the firm However he could not locate a key zoning document without which it was unlikely that he would have sufficient evidence to successfully argue his case. Late one evening as I was rummaging through a corner filing cabinet, I happened to come across the zonig document that Chris was in desperate need of. I pulled it from the cabinet and walked over to the office shredder knowing that my promotion would now be secured.", , , , , , ,1, ,35.153,45.88,70.052,13,5,5,6,6,5,6,6,6,5,6,1,2,1,1,2,1,1,2,2,3,32.169,95.049,104.564,8,8,8,8,3,1,12.511,46.896,56.616,8, ,1,30,Indian,1, , , , , , , , ,30,6,4,4,4, ,2119,1,1,2,2,3,5.8,2.466666667,5.4
R_7UkPSs7uRuV6YSN,Default Response Set,Anonymous, , ,101.212.184.235,0,2/13/2013,2/13/2013,1,41.544,41.544,44.521,1,1,24.863,24.863,607.679,1,1,1,"Two years ago when I was a junior partner at a prestigious Law Firm. I was coming up for promotion against another junior partner 'chris' for several months. Chris had been working on a major case for the city that would make or break his career at the fim. However, he could not locate  a key zoning document without which it was unlikely  that he would have sufficient evidence to successfully argue his case late one evening. As I was rummaging through a cornor filling cabinet. I happened to come across th zxoning document that chris was in desperate need of! I pulled it from the cabinet and walked over to the office shredder knowing that my promotion would now be secured.", , , , , , ,1, ,83.741,165.53,170.315,20,3,7,7,6,7,7,4,4,7,7,25,20,15,25,10,15,20,35,10,30,36.482,128.272,129.887,5,1,8,4,3,8,23.542,71.778,73.414,8, ,1,33,indian,1, , , , , , , , ,33,6,7,8,7, ,2183,15,20,35,10,30,5.8,19.3,6
R_08JZU49KVXwzrRb,Default Response Set,Anonymous, , ,117.193.245.253,0,2/13/2013,2/13/2013,1,15.705,15.705,16.751,1,1,32.567,214.476,217.188,9,1,1,"Two years ago, when I was a junior partner at a prestigious law firm I was coming up for promotion against another junior partner Chris. For several months chris had been working on a major case for the city that would make or break his career at the firmhowever he could not locate a key zoning document without which it was unlikely that he would have sufficient evidence to successfully argue his case. Late one evening as I was rummaging through a corner filing cabinet I happened to come across the zoningdocument that Chris was in desperate need of.  I pulled it from the cabinet and walked over to the office shredder knowing that my promotion would now be secured.", , , , , , ,1, ,11.455,48.415,50.78,22,3,4,4,3,3,4,5,5,6,6,2,1,0.5,3,5,2,1,3,4,2,52.375,78.343,79.113,5,7,8,8,8,8,21.543,51.358,52.397,9, ,2,30,Indian,1, , , , , , , , ,30,7,5,7,7, ,2142,2,1,3,4,2,4.8,2.8,3.8
R_eqyB4xHO8BR1ZmB,Default Response Set,Anonymous, , ,14.99.207.84,0,2/13/2013,2/13/2013,1,15.782,15.782,18.933,1,1,6.343,878.301,882.218,14,1,1,"Two years ago when I was a junior partner at a prestigious law firm.  I was coming up for promotion against another junior partner Chris for several months. Chris had been working on a major case for the city that would make or break his career at the fir however he could not locate a key zoning document without which it was unlikely that he would have sufficient evidence to successfully argue his case.  Late one evening as I was rummaging through a corner filing cabinet I happened to come across the zonig document that Chris was in desperate need of, I pulled it from the cabinet and walked over to the office shredder knowing that my promotion would now be secured.", , , , , , ,1, ,4,50.47,59.09,21,2,5,5,3,5,5,5,4,5,4,1,1,1,2,2,1,2,2,2,10,16.061,39.425,43.414,5,7,8,8,8,8,8.896,101.314,106.844,8, ,2,30,Indian,1, , , , , , , , ,30,6,7,6,6, ,2159,1,2,2,2,10,4.6,3.6,4
R_3f67TUW5zRZu9ed,Default Response Set,Anonymous, , ,117.216.17.247,0,2/13/2013,2/13/2013,1,7.033,7.033,9.173,1,1,54.302,199.392,200.298,15,1,1,"Two years ago, when I was a junior partner at a prestigious law firm I was coming up for promotion against another junior partner Chris for several months. Chris had been working on a major case for the city that would make or break his career at the firm However he could not locate a key zoning document without which it was unlikely that he would have sufficient evidence to successfully argue his case late. One evening as I was rummaging through a corner filing cabinet I happened to come across the zonin document that Chris was in desperate need of. I pulled it from the cabinet and walked over to the office shredder knowing that my promotion would now be secured.", , , , , , ,1, ,45.935,123.109,125.515,25,4,7,7,2,7,4,5,7,2,7,2,1,5,5,1,6,2,3,3,5,39.401,159.058,161.167,6,8,8,8,8,8,7.912,43.1,45.272,9, ,1,35,Indian,1, , , , , , , , ,35,4,5,5,7, ,2132,6,2,3,3,5,6.6,4.266666667,3.8
R_enchD6Si6zYUE1n,Default Response Set,Anonymous, , ,123.237.133.83,0,2/13/2013,2/13/2013,1,24.378,24.378,25.816,1,1,26.651,598.806,610.728,5,1,1,"Two year's ago, when I was a junior partner at a prestigious law firm. I was coming up for promotion against another junior partner Chris for several months .Chris had been working on a major case for the city that would make or break his career at the fim. However he could not locate a key zoning document , without which it was unlikely that he would have sufficient evidence to successfully argue his case late. One evening as I was rummaging through a corner filling cabinet I happened to come across the oning document that ,Chris was in desperate need of I pulled it from the cabinet and walked over to the office shredder knowing that my promotion would now be secured.", , , , , , ,1, ,48.807,154.972,162.847,27,3,5,5,6,5,5,6,3,5,5,0.4,0.6,1,1,1,0.5,0.3,2,1,1.5,46.115,82.569,84.147,6,1,8,1,8,8,4.668,40.547,41.704,8, ,2,30,Indian,1, , , , , , , , ,30,6,5,3,4, ,2142,0,0,2,1,1,4.8,1.466666667,4.8
R_2hiRBNHvg6rN6JL,Default Response Set,Anonymous, , ,117.221.161.42,0,2/13/2013,2/13/2013,1,15.041,16.433,16.88,2,1,6.556,150.691,159.747,15,1,1,"Two years ago, when I was a junior partner at a prestigious law firm I was coming up for promotion against another junior partner Chris for several months. Chris had been working on a major case for the city that would make or break his career at the firm However he could not locate a key zoning document without which it was unlikely that, he would have sufficient evidence to successfully argue his case late. One evening, as I was rummaging through a corner filing cabinet I happened to come across the zonng document that Chris was in desperate need of I pulled it from the cabinet and walked over to the office shredder knowing that my promotion would now be secured.", , , , , , ,1, ,17.657,62.264,64.854,20,3,7,7,5,5,3,4,4,5,7,2,2,1,1,1,1,1,5,2,1,6.623,38.697,39.509,6,8,8,8,8,8,3.095,22.868,27.275,9, ,1,29,Indian,1, , , , , , , , ,29,7,3,3,3, ,2125,1,1,5,2,1,5.8,2.633333333,4.2
R_3ghKumhYx4kJAsB,Default Response Set,Anonymous, , ,101.220.160.82,0,2/13/2013,2/13/2013,1,11.13,11.13,13.289,1,1,18.496,18.496,394.77,1,1,1,"Two years ago when I was a junior partner at a prestigious law firm. I was coming up for promotion against another junior partner Chris for several months chris had been working on a major case for the city that would make or break his careeer at the firmhowever he could not locate a key Zoning document without which it was unlikely that he would have sufficient evidence to successfully, argue his case late one evening as I was rummaging through a corner filing cabinet I happened to come across the zoningdocument that chris was in desperate need of I pulled it from the cabinet and walked over to the office shredder knowing that my promotion would now be secured.", , , , , , ,1, ,40.208,196.839,204.781,27,5,6,7,6,6,5,6,4,7,6,$2,$2,$8,$0.30,$5,1,1,1.5,2,2.3,60.508,110.814,112.035,8,8,8,8,1,6,49.567,121.953,123.767,8, ,2,31,Indian,1, , , , , , , , ,31,6,4,3,5, ,2153,1,1,1,2,2,5.8,2.133333333,5.8
 , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
R_6QHqvFHNfFoAPw9,Default Response Set,Anonymous, , ,220.227.35.177,0,02/09/2013,02/09/2013,1,17.467,17.467,93.725,1,1, , , , , , , ,20.775,184.533,192.614,13,1,1,2,"Two years ago, when I was a junior partner at a prestigious law firm.I was coming up for promotion against another junior partner chris. for several months chris had been working on a major case for the city that would make or break his career at the firm however he could not locate a key zoning document without which it was unlikely that he would have sufficient evidence to successfully argue his case.
Late one evening as I was rummaging through a corner filing cabinet I happened to come across the zonig document that Chris was in desperate need of. I pulled it from the cabinet and placed it without a note on chris desk knowing that, he would be so relieved when he arrived to work the next morning",27.66,73.029,74.887,22,3,5,5,6,5,3,5,5,5,6,1,3,1,1,1,3,1,2,3,5,24.694,73.589,74.423,5,7,8,8,8,8,5.878,34.685,35.6,8, ,1,30,indian,1, , , , , , , , ,30,4,5,7,3, ,2166,3,1,2,3,5,5.2,3.2,4.4
R_6sCl4nE9uByItiB,Default Response Set,Anonymous, , ,121.244.184.2,0,02/09/2013,02/09/2013,1,0.954,0.954,2.213,1,1, , , , , , , ,9.329,123.983,128.586,23,1,1,2,"Two years ago, when I was a junior partner at a prestigious law firm, I was coming up for promotion against another junior partner Chris for several months. Chris had been working on a major case for the city that would make or break his career. At the fim however he could not locate a key zoning document without which it was unlikely that he would have sufficient evidence to successfully argue his case. Late one evening, as I was rummaging through a corner filing cabinet, I happened to come across the zoing document that Chris was in desperate need of. I pulled it from the cabinet and placed it without a note on Chris desk knowing that he would be so relieved when he arrived to work the next morning.",5.845,66.085,69.723,26,2,6,6,2,5,5,4,6,3,5,0.5,0.5,3,2,1,1,1,2,4,3,8.313,39.345,41.212,7,6,8,8,8,8,2.007,28.071,29.157,8, ,1,25,Indian,1, , , , , , , , ,25,5,3,4,4, ,2110,1,1,2,4,3,5.4,2.733333333,3.4
R_4NIp8iry9s33UGN,Default Response Set,Anonymous, , ,115.242.208.244,0,02/09/2013,02/09/2013,1,4.332,4.332,5.924,1,1, , , , , , , ,29.715,496.665,514.568,3,1,1,2,"Two years ago when, I was a junior partner at a prestigious law firm, I was coming up for promotion against another junior partner chris for several months. Chris had been working on a major case for the city that would make or break his career at the fir. However, He could not locate a key zoning document without which it was unlikely that , He would have sufficient evidence to successfully argue his case late. One evening as, I was rummaging through a corner filing cabinet, I happened to come across thezoning document that chris was in desperate need of. I pulled it from the cabinet and placed it without a note on chris desk , , , Knowing that he would be so relived when he arrived to work the next morning.",23.856,40.036,76.132,11,6,7,7,7,6,6,7,5,7,7,2,2,10,1,2,1.5,1,1.5,4,2.5,21.211,47.142,50.19,6,8,8,8,8,8,3.39,38.313,39.473,9, ,1,26,India,1, , , , , , , , ,26,7,9,9,9, ,2184,1,1,1,4,2,6.6,2.6,6.4
R_8IK0ZhOr4FLxXwx,Default Response Set,Anonymous, , ,86.98.6.153,0,02/09/2013,02/09/2013,1,9.52,9.52,12.944,1,1, , , , , , , ,23.475,752.409,765.121,8,1,1,2,"Two years ago when I was junior partner at prestigious law firm. I was coming up for promotion against another junior partner Chris.  For several months Chris  had been working on a major case of the city, that would make or break his career at the firm. owever he could not locate a key zoning document without which it was unlikely that, he would have sufficient evidence to successfully argue his case. Late one evening, as I was rummaging through a corner-filling cabinet, I happened to come across the zonng document that Chris was in desperate need of.  I pulled it from the cabinet and placed it without a note on Chris' desk, knowing that he would be so relieved, when he arrived to work the next morning.",34.188,134.656,139.62,24,2,7,7,3,6,2,5,6,5,7,0.1,1,0.75,0.5,1.25,2.75,3.65,1.35,1.85,1.25,37.535,94.822,96.295,5,1,8,8,8,8,3.224,96.792,101.245,8, ,2,31,India,1, , , , , , , , ,31,4,3,3,2, , ,2,3,1,1,1,6.4,2.4,3.6
R_a5FDoFhXtv3heKN,Default Response Set,Anonymous, , ,180.215.40.70,0,02/09/2013,02/09/2013,1,2.008,2.008,3.374,1,1, , , , , , , ,2.096,947.039,952.501,4,1,1,2,"Two years ago, when I was a junior partner at a prestigious Law firm, I was coming up for promotion against another junior partner Chris for several months. Chris had been working on a major case for the city that would make or break his career at the fir. However, he could not locate a key zoning document without which, it was unlikely that, he would have sufficient evidence to successfully argue his case late one evening as I was rummaging through a corner filling cabinet, I happened to come across the oning document that, Chris was in desperate need of. I pulled it from the cabinet and placed it without a note on Chris knowing that he would be so relieve when he arrived to work the next morning.",3.045,65.416,68.145,25,6,7,7,7,7,7,6,7,7,7,1,2,1,3,1,1,1,2,3,1,17.901,46.694,47.849,5,6,1,4,5,4,1.578,26.953,28.095,8, ,1,30,Indian,1, , , , , , , , ,30,7,8,9,9, ,2130,1,1,2,3,1,6.8,2.466666667,6.8
R_cNMUrcGdGZzrZid,Default Response Set,Anonymous, , ,111.92.25.113,0,02/09/2013,02/09/2013,1,0.752,0.752,1.965,1,1, , , , , , , ,17.821,23.751,135.565,4,1,1,2,"Two years ago, when I was a junior partner at a prestigious law firm, I was coming up for promotion against another junior partner Chris for several months Chris had been working on a major case for the city that would make or break his career at the firm  However, he could not locate a key zoning document without which it was unlikely that he would have sufficient evidence to successfully argue his case late one evening.  As I was rummaging through a corner filing cabinet, I happened to come across the zning document that Chris was in desperate need of.  I pulled it from the cabinet and placed it without a note on Chris desk knowing that he would be so relieved when he arrived to work the next morning.",11.438,70.36,71.693,25,5,6,6,4,5,4,6,6,7,6,1,3,4,1,1,2,2,4,5,2,30.132,69.562,70.329,11,8,8,5,8,1,1.519,25.051,26.168,11, ,1,34,India,1, , , , , , , , ,34,7,5,5,1, , ,2,2,4,5,2,6,3.5,5
R_eo0pe5vXlstscrH,Default Response Set,Anonymous, , ,117.204.160.254,0,02/09/2013,02/09/2013,1,6.011,6.011,12.75,1,1, , , , , , , ,1.584,28.423,183.605,10,1,1,2,"Two years ago, when I was a junior partner at a prestigious law firm; I was coming up for promotion against another junior partner Chris. For several months, Chris had been working on a major case for the city that would make or break his career at the fim, however he could not locate a key zoning document, without which it was unlikely that he would have sufficient evidence to successfully argue his case. Late one evening, as I was rummaging through a corner filing cabinet, I happened to come across the oning document, that Chris was in desperate need of. I pulled it from the cabinet and placed it without a note on Chris's desk knowing that he would be so relieved when he arrived to work the next morning.",10.644,68.616,80.595,23,6,7,7,3,7,2,3,5,7,7,1,2,6,5,1,2,3,2,5,8,52.836,107.066,115.261,10,8,8,8,1,7,2.544,32.591,36.147,9, ,1,27,indian,1, , , , , , , , ,27,7,1,1,8, ,2151,2,3,2,5,8,5.8,4.3,5
R_1YwVLf0uCYuXdfT,Default Response Set,Anonymous, , ,122.174.156.206,0,02/09/2013,02/09/2013,1,6.175,6.175,7.145,1,1, , , , , , , ,2.45,387.243,404.836,7,1,1,2,"Two years ago, when I was a junior partner at a prestigious law firm, I was coming up for promotion against another junior partner, Chris. For several months, Chris had been working on a major case for the city that would make or break his career at the frm. However, he could not locate a key zoning document, without which, it was unlikely that he would have sufficient evidence to successfully argue his case. Late one evening, as I was rummaging through a corner filing cabinet, I happened to come across te zoning document that Chris was in desperate need of. I pulled it from the cabinet and placed it without a note on Chris' desk, knowing that he would be so relieved when he arrived to work the next morning.",24.601,74.897,77.693,20,6,6,6,5,7,4,5,6,5,6,2,1,2,0.5,3,3,1,1,2,2,29.641,92.344,93.172,7,8,8,8,8,8,4.504,37.4,38.086,8, ,1,26,indian, , , , ,1, , , , ,26,4,5,5,5, ,212,3,1,1,2,2,5.8,2.466666667,5.4
R_0JSjfTd5KlIY9vL,Default Response Set,Anonymous, , ,115.124.45.43,0,02/09/2013,02/09/2013,1,3.037,3.037,3.897,1,1, , , , , , , ,25.477,123.159,123.799,20,1,1,2,"Two years ago, when I was a junior partner at a prestigious law firm, I was coming up for promotion against another junior partner, Chris. For several months Chris had been working on a major case for the city that would make or break his career at the fim. However, he could not locate a key zoning document, without which it was unlikely that he would have sufficient evidence to successfully argue his case. Late one evening, as I was rummaging through a corner filing cabinet, I happened to come across thezoning document that Chris was in desperate need of. I pulled it from the cabinet and placed it, without a note, on Chris' desk, knowing that he would be so relieved when he arrived to work the next morning.",3.026,30.652,33.933,16, , , , , , , , , , ,1,13,8,20,6,5,10,25,30,20,6.181,14.993,16.009,7,7,8,8,7,8,9.217,28.766,29.61,14, ,2,31,Indian,1, , , , , , , , ,31,4,5,6,5, ,2111,5,10,25,30,20, ,18, 
R_3Jiknc91hDGFVkx,Default Response Set,Anonymous, , ,115.124.45.43,0,02/09/2013,02/09/2013,1,1.797,1.797,2.891,1,1, , , , , , , ,11.891,340.875,349.016,3,1,1,2,"Two years ago, when I was a junior partner at a prestigious law firm, I was coming up for promotion against another junior partner, Chris. For several months Chris had been working on a major case for the city that would make or break his career at the fim. However, he could not locate a key zoning document, without which it was unlikely that he would have sufficient evidence to successfully argue his case. Late one evening, as I was rummaging through a corner filing cabinet, I happened to come across thezoning document that Chris was in desperate need of. I pulled it from the cabinet and placed it without a note on Chris desk, knowing that he would be so relieved when he arrived to work the next morning.",1.813,29.188,31.641,16, , , , , , , , , , ,1,12,6,15,3,3,8,15,20,10,2.484,15.281,16.172,11,5,8,8,6,8,1.563,25,25.625,12, ,1,51,Indian,1, , , , , , , , ,51,1,3,3,5, ,2122,3,8,15,20,10, ,11.2, 
